Total Exited ,2037,,,,,,
Total Records,10000,,,,,,
Exit Ratio,20.37%,,,,,,
,,,,,,,
,,,,,,,
RowNumber,Exited,P_hat,Total Select,Total Select Percent,Random Select,Random Select Percent,Model Select
1685,0,0.12935375,5764,0.5764,1174.1268,0.5764,1729
864,0,0.129337607,5765,0.5765,1174.3305,0.5765,1729
5319,0,0.129271979,5766,0.5766,1174.5342,0.5766,1729
27,0,0.129248069,5767,0.5767,1174.7379,0.5767,1729
8796,1,0.129223703,5768,0.5768,1174.9416,0.5768,1730
456,0,0.129215612,5769,0.5769,1175.1453,0.5769,1730
6094,0,0.129213041,5770,0.577,1175.349,0.577,1730
5561,0,0.129114554,5771,0.5771,1175.5527,0.5771,1730
2760,0,0.129094006,5772,0.5772,1175.7564,0.5772,1730
5432,0,0.129085014,5773,0.5773,1175.9601,0.5773,1730
7510,0,0.129046137,5774,0.5774,1176.1638,0.5774,1730
2700,0,0.129014164,5775,0.5775,1176.3675,0.5775,1730
1015,0,0.128994952,5776,0.5776,1176.5712,0.5776,1730
1412,0,0.128983307,5777,0.5777,1176.7749,0.5777,1730
8268,0,0.128967446,5778,0.5778,1176.9786,0.5778,1730
5035,0,0.128924571,5779,0.5779,1177.1823,0.5779,1730
4567,0,0.128915402,5780,0.578,1177.386,0.578,1730
9327,1,0.128871541,5781,0.5781,1177.5897,0.5781,1731
8752,0,0.128832203,5782,0.5782,1177.7934,0.5782,1731
4779,0,0.128831717,5783,0.5783,1177.9971,0.5783,1731
9465,0,0.128825685,5784,0.5784,1178.2008,0.5784,1731
9205,0,0.128800973,5785,0.5785,1178.4045,0.5785,1731
4456,0,0.128730622,5786,0.5786,1178.6082,0.5786,1731
6574,0,0.128714225,5787,0.5787,1178.8119,0.5787,1731
5831,0,0.128667245,5788,0.5788,1179.0156,0.5788,1731
8920,0,0.128650164,5789,0.5789,1179.2193,0.5789,1731
1795,0,0.128642149,5790,0.579,1179.423,0.579,1731
4585,0,0.128630867,5791,0.5791,1179.6267,0.5791,1731
5736,0,0.128626075,5792,0.5792,1179.8304,0.5792,1731
9722,0,0.128613186,5793,0.5793,1180.0341,0.5793,1731
342,0,0.128603538,5794,0.5794,1180.2378,0.5794,1731
8743,0,0.12860024,5795,0.5795,1180.4415,0.5795,1731
9993,0,0.128562882,5796,0.5796,1180.6452,0.5796,1731
8959,0,0.128525348,5797,0.5797,1180.8489,0.5797,1731
5428,0,0.128493951,5798,0.5798,1181.0526,0.5798,1731
8271,0,0.128467765,5799,0.5799,1181.2563,0.5799,1731
2584,0,0.128392596,5800,0.58,1181.46,0.58,1731
8281,0,0.128388414,5801,0.5801,1181.6637,0.5801,1731
4786,0,0.128346251,5802,0.5802,1181.8674,0.5802,1731
4979,0,0.128314334,5803,0.5803,1182.0711,0.5803,1731
3942,1,0.128313846,5804,0.5804,1182.2748,0.5804,1732
125,0,0.128312527,5805,0.5805,1182.4785,0.5805,1732
8939,0,0.1283115,5806,0.5806,1182.6822,0.5806,1732
6825,0,0.128246749,5807,0.5807,1182.8859,0.5807,1732
7071,0,0.128216978,5808,0.5808,1183.0896,0.5808,1732
8867,0,0.128213102,5809,0.5809,1183.2933,0.5809,1732
2046,0,0.128161792,5810,0.581,1183.497,0.581,1732
4218,1,0.128159294,5811,0.5811,1183.7007,0.5811,1733
2984,0,0.128098022,5812,0.5812,1183.9044,0.5812,1733
453,0,0.128089683,5813,0.5813,1184.1081,0.5813,1733
2298,0,0.128030673,5814,0.5814,1184.3118,0.5814,1733
2495,0,0.128023682,5815,0.5815,1184.5155,0.5815,1733
835,0,0.128005722,5816,0.5816,1184.7192,0.5816,1733
3689,0,0.127983411,5817,0.5817,1184.9229,0.5817,1733
7978,0,0.127980694,5818,0.5818,1185.1266,0.5818,1733
5131,0,0.127951491,5819,0.5819,1185.3303,0.5819,1733
1807,0,0.127949652,5820,0.582,1185.534,0.582,1733
6508,0,0.127934294,5821,0.5821,1185.7377,0.5821,1733
801,0,0.127886404,5822,0.5822,1185.9414,0.5822,1733
2676,0,0.127882358,5823,0.5823,1186.1451,0.5823,1733
4065,1,0.127860808,5824,0.5824,1186.3488,0.5824,1734
942,0,0.127825041,5825,0.5825,1186.5525,0.5825,1734
1196,0,0.127811217,5826,0.5826,1186.7562,0.5826,1734
174,0,0.127795764,5827,0.5827,1186.9599,0.5827,1734
4340,0,0.127791003,5828,0.5828,1187.1636,0.5828,1734
2173,0,0.12777213,5829,0.5829,1187.3673,0.5829,1734
5129,0,0.127765243,5830,0.583,1187.571,0.583,1734
8453,1,0.12757883,5831,0.5831,1187.7747,0.5831,1735
8197,0,0.127518482,5832,0.5832,1187.9784,0.5832,1735
4614,0,0.127475407,5833,0.5833,1188.1821,0.5833,1735
2113,0,0.127459951,5834,0.5834,1188.3858,0.5834,1735
2805,0,0.127425065,5835,0.5835,1188.5895,0.5835,1735
444,0,0.12734649,5836,0.5836,1188.7932,0.5836,1735
7812,0,0.127227637,5837,0.5837,1188.9969,0.5837,1735
8109,0,0.127215019,5838,0.5838,1189.2006,0.5838,1735
1787,1,0.12719761,5839,0.5839,1189.4043,0.5839,1736
7829,0,0.127140844,5840,0.584,1189.608,0.584,1736
5222,0,0.127134451,5841,0.5841,1189.8117,0.5841,1736
9228,0,0.127118547,5842,0.5842,1190.0154,0.5842,1736
5501,0,0.127099095,5843,0.5843,1190.2191,0.5843,1736
8820,0,0.127069307,5844,0.5844,1190.4228,0.5844,1736
1099,0,0.126975561,5845,0.5845,1190.6265,0.5845,1736
4128,1,0.126891621,5846,0.5846,1190.8302,0.5846,1737
9815,0,0.12688856,5847,0.5847,1191.0339,0.5847,1737
5907,0,0.126817519,5848,0.5848,1191.2376,0.5848,1737
5174,0,0.126804924,5849,0.5849,1191.4413,0.5849,1737
7119,0,0.126724401,5850,0.585,1191.645,0.585,1737
4354,0,0.126709443,5851,0.5851,1191.8487,0.5851,1737
6757,1,0.126708246,5852,0.5852,1192.0524,0.5852,1738
6186,0,0.126696127,5853,0.5853,1192.2561,0.5853,1738
4866,0,0.126685784,5854,0.5854,1192.4598,0.5854,1738
7164,0,0.126660725,5855,0.5855,1192.6635,0.5855,1738
720,0,0.126643127,5856,0.5856,1192.8672,0.5856,1738
2797,0,0.126621691,5857,0.5857,1193.0709,0.5857,1738
9115,0,0.126581074,5858,0.5858,1193.2746,0.5858,1738
6401,0,0.126546168,5859,0.5859,1193.4783,0.5859,1738
9623,0,0.126539557,5860,0.586,1193.682,0.586,1738
8348,1,0.126526683,5861,0.5861,1193.8857,0.5861,1739
7961,0,0.126520474,5862,0.5862,1194.0894,0.5862,1739
5980,0,0.126516851,5863,0.5863,1194.2931,0.5863,1739
8542,0,0.126432949,5864,0.5864,1194.4968,0.5864,1739
553,0,0.126427547,5865,0.5865,1194.7005,0.5865,1739
1623,0,0.126402511,5866,0.5866,1194.9042,0.5866,1739
1701,0,0.12635327,5867,0.5867,1195.1079,0.5867,1739
726,0,0.12635317,5868,0.5868,1195.3116,0.5868,1739
3285,0,0.126341351,5869,0.5869,1195.5153,0.5869,1739
5017,0,0.126304227,5870,0.587,1195.719,0.587,1739
2379,0,0.126273105,5871,0.5871,1195.9227,0.5871,1739
1848,1,0.126234495,5872,0.5872,1196.1264,0.5872,1740
7869,0,0.126207423,5873,0.5873,1196.3301,0.5873,1740
3262,0,0.12619931,5874,0.5874,1196.5338,0.5874,1740
4536,1,0.126132856,5875,0.5875,1196.7375,0.5875,1741
1210,0,0.126118496,5876,0.5876,1196.9412,0.5876,1741
1028,0,0.126037182,5877,0.5877,1197.1449,0.5877,1741
3398,0,0.126015307,5878,0.5878,1197.3486,0.5878,1741
7150,0,0.125999324,5879,0.5879,1197.5523,0.5879,1741
391,0,0.125978276,5880,0.588,1197.756,0.588,1741
9062,0,0.125947376,5881,0.5881,1197.9597,0.5881,1741
9087,0,0.125945356,5882,0.5882,1198.1634,0.5882,1741
2038,1,0.125935035,5883,0.5883,1198.3671,0.5883,1742
4392,0,0.125930282,5884,0.5884,1198.5708,0.5884,1742
707,0,0.125923237,5885,0.5885,1198.7745,0.5885,1742
116,0,0.125909859,5886,0.5886,1198.9782,0.5886,1742
5879,0,0.125904608,5887,0.5887,1199.1819,0.5887,1742
1161,1,0.125877807,5888,0.5888,1199.3856,0.5888,1743
7655,0,0.125855312,5889,0.5889,1199.5893,0.5889,1743
1633,0,0.125810669,5890,0.589,1199.793,0.589,1743
5166,0,0.125719608,5891,0.5891,1199.9967,0.5891,1743
1945,0,0.125603796,5892,0.5892,1200.2004,0.5892,1743
2334,0,0.125570739,5893,0.5893,1200.4041,0.5893,1743
8356,0,0.125508907,5894,0.5894,1200.6078,0.5894,1743
8618,0,0.12540165,5895,0.5895,1200.8115,0.5895,1743
9452,1,0.125337605,5896,0.5896,1201.0152,0.5896,1744
3749,0,0.125284136,5897,0.5897,1201.2189,0.5897,1744
7864,0,0.125280948,5898,0.5898,1201.4226,0.5898,1744
9739,1,0.125273562,5899,0.5899,1201.6263,0.5899,1745
8080,0,0.125253692,5900,0.59,1201.83,0.59,1745
2304,0,0.12520881,5901,0.5901,1202.0337,0.5901,1745
8753,0,0.125206045,5902,0.5902,1202.2374,0.5902,1745
6677,0,0.125088146,5903,0.5903,1202.4411,0.5903,1745
1590,0,0.125087846,5904,0.5904,1202.6448,0.5904,1745
7374,0,0.125081538,5905,0.5905,1202.8485,0.5905,1745
8538,0,0.125057907,5906,0.5906,1203.0522,0.5906,1745
8327,0,0.124976972,5907,0.5907,1203.2559,0.5907,1745
6950,0,0.124964379,5908,0.5908,1203.4596,0.5908,1745
4325,0,0.124910405,5909,0.5909,1203.6633,0.5909,1745
2193,0,0.124854352,5910,0.591,1203.867,0.591,1745
2719,0,0.124730447,5911,0.5911,1204.0707,0.5911,1745
3103,0,0.124722493,5912,0.5912,1204.2744,0.5912,1745
3333,0,0.124720611,5913,0.5913,1204.4781,0.5913,1745
1098,0,0.12468851,5914,0.5914,1204.6818,0.5914,1745
428,0,0.124671929,5915,0.5915,1204.8855,0.5915,1745
3864,0,0.124659112,5916,0.5916,1205.0892,0.5916,1745
8044,0,0.124640349,5917,0.5917,1205.2929,0.5917,1745
6789,0,0.124610851,5918,0.5918,1205.4966,0.5918,1745
6428,0,0.12459833,5919,0.5919,1205.7003,0.5919,1745
772,0,0.124580346,5920,0.592,1205.904,0.592,1745
5938,0,0.124550993,5921,0.5921,1206.1077,0.5921,1745
6922,0,0.124539681,5922,0.5922,1206.3114,0.5922,1745
6731,0,0.124484291,5923,0.5923,1206.5151,0.5923,1745
301,0,0.124473128,5924,0.5924,1206.7188,0.5924,1745
2470,1,0.124467302,5925,0.5925,1206.9225,0.5925,1746
210,0,0.124389474,5926,0.5926,1207.1262,0.5926,1746
5258,0,0.12435306,5927,0.5927,1207.3299,0.5927,1746
73,0,0.124345053,5928,0.5928,1207.5336,0.5928,1746
3214,0,0.124341879,5929,0.5929,1207.7373,0.5929,1746
7313,0,0.124336041,5930,0.593,1207.941,0.593,1746
2523,0,0.124319789,5931,0.5931,1208.1447,0.5931,1746
4211,0,0.124316913,5932,0.5932,1208.3484,0.5932,1746
9287,1,0.124316667,5933,0.5933,1208.5521,0.5933,1747
3824,0,0.124237406,5934,0.5934,1208.7558,0.5934,1747
7871,0,0.124233681,5935,0.5935,1208.9595,0.5935,1747
2437,0,0.124226455,5936,0.5936,1209.1632,0.5936,1747
6089,0,0.124174045,5937,0.5937,1209.3669,0.5937,1747
8701,0,0.124156895,5938,0.5938,1209.5706,0.5938,1747
4704,0,0.124132113,5939,0.5939,1209.7743,0.5939,1747
8154,1,0.12407604,5940,0.594,1209.978,0.594,1748
9455,0,0.12406636,5941,0.5941,1210.1817,0.5941,1748
104,0,0.12406164,5942,0.5942,1210.3854,0.5942,1748
3556,1,0.12404898,5943,0.5943,1210.5891,0.5943,1749
1,1,0.124048376,5944,0.5944,1210.7928,0.5944,1750
705,0,0.124038514,5945,0.5945,1210.9965,0.5945,1750
3198,0,0.124031401,5946,0.5946,1211.2002,0.5946,1750
6511,1,0.124006949,5947,0.5947,1211.4039,0.5947,1751
1634,0,0.123998547,5948,0.5948,1211.6076,0.5948,1751
6492,0,0.123992815,5949,0.5949,1211.8113,0.5949,1751
825,0,0.123958097,5950,0.595,1212.015,0.595,1751
8713,0,0.123944347,5951,0.5951,1212.2187,0.5951,1751
2889,0,0.123924908,5952,0.5952,1212.4224,0.5952,1751
6340,0,0.123909149,5953,0.5953,1212.6261,0.5953,1751
7055,0,0.12390376,5954,0.5954,1212.8298,0.5954,1751
11,0,0.123880713,5955,0.5955,1213.0335,0.5955,1751
2884,0,0.123856753,5956,0.5956,1213.2372,0.5956,1751
9620,0,0.123794924,5957,0.5957,1213.4409,0.5957,1751
4475,0,0.123762349,5958,0.5958,1213.6446,0.5958,1751
1817,0,0.123751243,5959,0.5959,1213.8483,0.5959,1751
3130,0,0.123687233,5960,0.596,1214.052,0.596,1751
487,0,0.12367043,5961,0.5961,1214.2557,0.5961,1751
8878,0,0.12365797,5962,0.5962,1214.4594,0.5962,1751
1577,0,0.12365298,5963,0.5963,1214.6631,0.5963,1751
9551,0,0.123634184,5964,0.5964,1214.8668,0.5964,1751
1189,0,0.123633945,5965,0.5965,1215.0705,0.5965,1751
6821,0,0.123617491,5966,0.5966,1215.2742,0.5966,1751
4662,0,0.123588359,5967,0.5967,1215.4779,0.5967,1751
2780,0,0.123560195,5968,0.5968,1215.6816,0.5968,1751
9192,0,0.12355078,5969,0.5969,1215.8853,0.5969,1751
1179,1,0.12354093,5970,0.597,1216.089,0.597,1752
7612,0,0.12349927,5971,0.5971,1216.2927,0.5971,1752
1340,0,0.123454751,5972,0.5972,1216.4964,0.5972,1752
3067,0,0.123423086,5973,0.5973,1216.7001,0.5973,1752
4441,0,0.123387162,5974,0.5974,1216.9038,0.5974,1752
2754,0,0.123384451,5975,0.5975,1217.1075,0.5975,1752
8415,0,0.123359535,5976,0.5976,1217.3112,0.5976,1752
6808,0,0.123295772,5977,0.5977,1217.5149,0.5977,1752
2842,0,0.123284542,5978,0.5978,1217.7186,0.5978,1752
4813,0,0.123280111,5979,0.5979,1217.9223,0.5979,1752
9437,0,0.123264942,5980,0.598,1218.126,0.598,1752
2549,1,0.123165858,5981,0.5981,1218.3297,0.5981,1753
2678,0,0.123039789,5982,0.5982,1218.5334,0.5982,1753
624,0,0.123036213,5983,0.5983,1218.7371,0.5983,1753
3227,0,0.123034767,5984,0.5984,1218.9408,0.5984,1753
4061,0,0.12299933,5985,0.5985,1219.1445,0.5985,1753
8881,1,0.122957529,5986,0.5986,1219.3482,0.5986,1754
121,0,0.122894551,5987,0.5987,1219.5519,0.5987,1754
3474,1,0.122884082,5988,0.5988,1219.7556,0.5988,1755
5570,0,0.122871493,5989,0.5989,1219.9593,0.5989,1755
8149,0,0.122870704,5990,0.599,1220.163,0.599,1755
6688,0,0.122868726,5991,0.5991,1220.3667,0.5991,1755
3280,0,0.122868142,5992,0.5992,1220.5704,0.5992,1755
6214,0,0.122828071,5993,0.5993,1220.7741,0.5993,1755
1044,0,0.122785139,5994,0.5994,1220.9778,0.5994,1755
4910,0,0.122776855,5995,0.5995,1221.1815,0.5995,1755
7545,0,0.122718359,5996,0.5996,1221.3852,0.5996,1755
6908,0,0.122714114,5997,0.5997,1221.5889,0.5997,1755
1648,0,0.122627748,5998,0.5998,1221.7926,0.5998,1755
2315,0,0.12262642,5999,0.5999,1221.9963,0.5999,1755
611,0,0.12261958,6000,0.6,1222.2,0.6,1755
2484,0,0.122585995,6001,0.6001,1222.4037,0.6001,1755
5401,0,0.122500023,6002,0.6002,1222.6074,0.6002,1755
6315,1,0.122481156,6003,0.6003,1222.8111,0.6003,1756
9104,0,0.122456503,6004,0.6004,1223.0148,0.6004,1756
9560,0,0.122406793,6005,0.6005,1223.2185,0.6005,1756
1593,0,0.122401345,6006,0.6006,1223.4222,0.6006,1756
9717,1,0.122373314,6007,0.6007,1223.6259,0.6007,1757
2608,0,0.122367819,6008,0.6008,1223.8296,0.6008,1757
2374,0,0.12235629,6009,0.6009,1224.0333,0.6009,1757
7077,0,0.122356164,6010,0.601,1224.237,0.601,1757
7973,0,0.122320426,6011,0.6011,1224.4407,0.6011,1757
9283,0,0.122287326,6012,0.6012,1224.6444,0.6012,1757
2972,0,0.122281341,6013,0.6013,1224.8481,0.6013,1757
1475,0,0.122270397,6014,0.6014,1225.0518,0.6014,1757
1101,0,0.122228311,6015,0.6015,1225.2555,0.6015,1757
6953,0,0.122225352,6016,0.6016,1225.4592,0.6016,1757
8431,0,0.122198399,6017,0.6017,1225.6629,0.6017,1757
3443,0,0.122192632,6018,0.6018,1225.8666,0.6018,1757
8324,0,0.122171835,6019,0.6019,1226.0703,0.6019,1757
2480,0,0.12212383,6020,0.602,1226.274,0.602,1757
7401,1,0.122064691,6021,0.6021,1226.4777,0.6021,1758
3802,0,0.122055597,6022,0.6022,1226.6814,0.6022,1758
1270,0,0.1220178,6023,0.6023,1226.8851,0.6023,1758
2843,1,0.121971184,6024,0.6024,1227.0888,0.6024,1759
4577,0,0.12196735,6025,0.6025,1227.2925,0.6025,1759
2731,0,0.121964033,6026,0.6026,1227.4962,0.6026,1759
6913,1,0.121950954,6027,0.6027,1227.6999,0.6027,1760
8725,0,0.121950649,6028,0.6028,1227.9036,0.6028,1760
6423,0,0.121880498,6029,0.6029,1228.1073,0.6029,1760
6601,1,0.12183034,6030,0.603,1228.311,0.603,1761
2036,0,0.121817737,6031,0.6031,1228.5147,0.6031,1761
336,1,0.121750185,6032,0.6032,1228.7184,0.6032,1762
7526,0,0.121719125,6033,0.6033,1228.9221,0.6033,1762
7808,0,0.121692317,6034,0.6034,1229.1258,0.6034,1762
9209,0,0.121686061,6035,0.6035,1229.3295,0.6035,1762
6841,0,0.121656811,6036,0.6036,1229.5332,0.6036,1762
5566,0,0.121647898,6037,0.6037,1229.7369,0.6037,1762
455,0,0.121580679,6038,0.6038,1229.9406,0.6038,1762
9926,0,0.121508925,6039,0.6039,1230.1443,0.6039,1762
1446,0,0.121435571,6040,0.604,1230.348,0.604,1762
6653,0,0.12140052,6041,0.6041,1230.5517,0.6041,1762
2851,0,0.121397026,6042,0.6042,1230.7554,0.6042,1762
4773,0,0.121336674,6043,0.6043,1230.9591,0.6043,1762
7138,0,0.121328041,6044,0.6044,1231.1628,0.6044,1762
2501,0,0.121282081,6045,0.6045,1231.3665,0.6045,1762
1803,0,0.121273983,6046,0.6046,1231.5702,0.6046,1762
9130,1,0.12125283,6047,0.6047,1231.7739,0.6047,1763
7443,0,0.121233846,6048,0.6048,1231.9776,0.6048,1763
3973,0,0.121128832,6049,0.6049,1232.1813,0.6049,1763
9028,0,0.12108185,6050,0.605,1232.385,0.605,1763
1865,0,0.120983834,6051,0.6051,1232.5887,0.6051,1763
5772,0,0.120977322,6052,0.6052,1232.7924,0.6052,1763
6215,0,0.120974495,6053,0.6053,1232.9961,0.6053,1763
8529,0,0.120937278,6054,0.6054,1233.1998,0.6054,1763
4450,0,0.120879006,6055,0.6055,1233.4035,0.6055,1763
3117,0,0.120877113,6056,0.6056,1233.6072,0.6056,1763
2259,0,0.12084313,6057,0.6057,1233.8109,0.6057,1763
6353,0,0.120817456,6058,0.6058,1234.0146,0.6058,1763
1125,1,0.120808932,6059,0.6059,1234.2183,0.6059,1764
2565,1,0.120785063,6060,0.606,1234.422,0.606,1765
3325,0,0.120695111,6061,0.6061,1234.6257,0.6061,1765
3549,0,0.120674912,6062,0.6062,1234.8294,0.6062,1765
9955,0,0.120669195,6063,0.6063,1235.0331,0.6063,1765
6989,0,0.120646152,6064,0.6064,1235.2368,0.6064,1765
3662,0,0.120635228,6065,0.6065,1235.4405,0.6065,1765
1474,0,0.120617768,6066,0.6066,1235.6442,0.6066,1765
1850,0,0.120465644,6067,0.6067,1235.8479,0.6067,1765
3806,0,0.120454283,6068,0.6068,1236.0516,0.6068,1765
7867,0,0.120448749,6069,0.6069,1236.2553,0.6069,1765
3253,0,0.120446182,6070,0.607,1236.459,0.607,1765
1491,0,0.120416803,6071,0.6071,1236.6627,0.6071,1765
5925,0,0.120400941,6072,0.6072,1236.8664,0.6072,1765
5505,0,0.12034708,6073,0.6073,1237.0701,0.6073,1765
3174,0,0.120346227,6074,0.6074,1237.2738,0.6074,1765
4461,0,0.120240834,6075,0.6075,1237.4775,0.6075,1765
7269,0,0.120238971,6076,0.6076,1237.6812,0.6076,1765
4963,0,0.120228218,6077,0.6077,1237.8849,0.6077,1765
8097,0,0.12021614,6078,0.6078,1238.0886,0.6078,1765
4834,0,0.120148799,6079,0.6079,1238.2923,0.6079,1765
3583,0,0.120135875,6080,0.608,1238.496,0.608,1765
7148,0,0.120096513,6081,0.6081,1238.6997,0.6081,1765
2559,0,0.120073876,6082,0.6082,1238.9034,0.6082,1765
327,0,0.120011842,6083,0.6083,1239.1071,0.6083,1765
5703,0,0.119941468,6084,0.6084,1239.3108,0.6084,1765
1780,0,0.119916258,6085,0.6085,1239.5145,0.6085,1765
1690,1,0.11991371,6086,0.6086,1239.7182,0.6086,1766
5897,0,0.119900028,6087,0.6087,1239.9219,0.6087,1766
5028,0,0.119897069,6088,0.6088,1240.1256,0.6088,1766
5465,0,0.119823647,6089,0.6089,1240.3293,0.6089,1766
7152,0,0.119818342,6090,0.609,1240.533,0.609,1766
409,0,0.119803823,6091,0.6091,1240.7367,0.6091,1766
4338,0,0.119754619,6092,0.6092,1240.9404,0.6092,1766
4172,0,0.119719673,6093,0.6093,1241.1441,0.6093,1766
9887,0,0.119691458,6094,0.6094,1241.3478,0.6094,1766
3014,0,0.119667089,6095,0.6095,1241.5515,0.6095,1766
6332,0,0.11964922,6096,0.6096,1241.7552,0.6096,1766
4047,0,0.119628383,6097,0.6097,1241.9589,0.6097,1766
6934,0,0.119594263,6098,0.6098,1242.1626,0.6098,1766
7115,0,0.119537248,6099,0.6099,1242.3663,0.6099,1766
4423,0,0.119522128,6100,0.61,1242.57,0.61,1766
7586,1,0.119516948,6101,0.6101,1242.7737,0.6101,1767
6438,0,0.119506845,6102,0.6102,1242.9774,0.6102,1767
3149,1,0.11945986,6103,0.6103,1243.1811,0.6103,1768
660,0,0.1193771,6104,0.6104,1243.3848,0.6104,1768
3477,1,0.119353437,6105,0.6105,1243.5885,0.6105,1769
4003,0,0.119310958,6106,0.6106,1243.7922,0.6106,1769
8650,0,0.119294484,6107,0.6107,1243.9959,0.6107,1769
8133,0,0.119263633,6108,0.6108,1244.1996,0.6108,1769
442,0,0.119240297,6109,0.6109,1244.4033,0.6109,1769
4462,0,0.119240151,6110,0.611,1244.607,0.611,1769
715,1,0.119201064,6111,0.6111,1244.8107,0.6111,1770
7969,0,0.11917169,6112,0.6112,1245.0144,0.6112,1770
1822,0,0.119125863,6113,0.6113,1245.2181,0.6113,1770
9513,0,0.119086372,6114,0.6114,1245.4218,0.6114,1770
5817,0,0.119046553,6115,0.6115,1245.6255,0.6115,1770
5045,0,0.119036128,6116,0.6116,1245.8292,0.6116,1770
3915,0,0.119033361,6117,0.6117,1246.0329,0.6117,1770
8800,0,0.118966896,6118,0.6118,1246.2366,0.6118,1770
7166,1,0.118932476,6119,0.6119,1246.4403,0.6119,1771
7146,0,0.118874585,6120,0.612,1246.644,0.612,1771
5843,0,0.118873132,6121,0.6121,1246.8477,0.6121,1771
7459,0,0.118869253,6122,0.6122,1247.0514,0.6122,1771
2759,0,0.118843759,6123,0.6123,1247.2551,0.6123,1771
8858,0,0.118843759,6124,0.6124,1247.4588,0.6124,1771
9250,0,0.11877838,6125,0.6125,1247.6625,0.6125,1771
1601,0,0.118722766,6126,0.6126,1247.8662,0.6126,1771
2158,0,0.118722231,6127,0.6127,1248.0699,0.6127,1771
565,0,0.118661677,6128,0.6128,1248.2736,0.6128,1771
2951,0,0.118581417,6129,0.6129,1248.4773,0.6129,1771
7435,0,0.118560491,6130,0.613,1248.681,0.613,1771
6643,0,0.118544101,6131,0.6131,1248.8847,0.6131,1771
90,0,0.118483891,6132,0.6132,1249.0884,0.6132,1771
2342,0,0.118477419,6133,0.6133,1249.2921,0.6133,1771
9343,0,0.118476961,6134,0.6134,1249.4958,0.6134,1771
7310,0,0.118441058,6135,0.6135,1249.6995,0.6135,1771
4031,0,0.118432576,6136,0.6136,1249.9032,0.6136,1771
7419,0,0.118424498,6137,0.6137,1250.1069,0.6137,1771
948,1,0.118423893,6138,0.6138,1250.3106,0.6138,1772
165,1,0.118397375,6139,0.6139,1250.5143,0.6139,1773
3819,0,0.118376218,6140,0.614,1250.718,0.614,1773
1877,1,0.118287257,6141,0.6141,1250.9217,0.6141,1774
3423,0,0.118273756,6142,0.6142,1251.1254,0.6142,1774
6075,0,0.118271074,6143,0.6143,1251.3291,0.6143,1774
5223,0,0.118181008,6144,0.6144,1251.5328,0.6144,1774
7942,0,0.118066629,6145,0.6145,1251.7365,0.6145,1774
6911,0,0.118033595,6146,0.6146,1251.9402,0.6146,1774
8974,0,0.11800066,6147,0.6147,1252.1439,0.6147,1774
5239,0,0.117959017,6148,0.6148,1252.3476,0.6148,1774
2741,0,0.117953102,6149,0.6149,1252.5513,0.6149,1774
4239,0,0.117953093,6150,0.615,1252.755,0.615,1774
6263,1,0.11793749,6151,0.6151,1252.9587,0.6151,1775
9149,0,0.117900014,6152,0.6152,1253.1624,0.6152,1775
5823,0,0.117890079,6153,0.6153,1253.3661,0.6153,1775
9383,0,0.117886422,6154,0.6154,1253.5698,0.6154,1775
4548,1,0.117858149,6155,0.6155,1253.7735,0.6155,1776
8294,0,0.117847518,6156,0.6156,1253.9772,0.6156,1776
6110,1,0.117830624,6157,0.6157,1254.1809,0.6157,1777
2555,0,0.117781847,6158,0.6158,1254.3846,0.6158,1777
9789,0,0.117685584,6159,0.6159,1254.5883,0.6159,1777
5283,0,0.117664598,6160,0.616,1254.792,0.616,1777
5253,0,0.117658984,6161,0.6161,1254.9957,0.6161,1777
4175,0,0.117653101,6162,0.6162,1255.1994,0.6162,1777
9030,0,0.117600914,6163,0.6163,1255.4031,0.6163,1777
7604,1,0.117596708,6164,0.6164,1255.6068,0.6164,1778
8667,0,0.117582276,6165,0.6165,1255.8105,0.6165,1778
4063,1,0.117556789,6166,0.6166,1256.0142,0.6166,1779
7528,0,0.117543718,6167,0.6167,1256.2179,0.6167,1779
4318,0,0.117481484,6168,0.6168,1256.4216,0.6168,1779
930,0,0.117433656,6169,0.6169,1256.6253,0.6169,1779
2527,0,0.117428741,6170,0.617,1256.829,0.617,1779
3685,0,0.117423119,6171,0.6171,1257.0327,0.6171,1779
5956,1,0.117412416,6172,0.6172,1257.2364,0.6172,1780
8514,0,0.11739515,6173,0.6173,1257.4401,0.6173,1780
8228,0,0.117376019,6174,0.6174,1257.6438,0.6174,1780
1170,0,0.117355486,6175,0.6175,1257.8475,0.6175,1780
5559,1,0.117347295,6176,0.6176,1258.0512,0.6176,1781
7451,0,0.117302348,6177,0.6177,1258.2549,0.6177,1781
4653,0,0.117297587,6178,0.6178,1258.4586,0.6178,1781
4220,0,0.117282645,6179,0.6179,1258.6623,0.6179,1781
8022,0,0.117263845,6180,0.618,1258.866,0.618,1781
1284,0,0.11718363,6181,0.6181,1259.0697,0.6181,1781
9382,0,0.117176803,6182,0.6182,1259.2734,0.6182,1781
406,0,0.117172756,6183,0.6183,1259.4771,0.6183,1781
7551,0,0.11714476,6184,0.6184,1259.6808,0.6184,1781
6118,0,0.117142391,6185,0.6185,1259.8845,0.6185,1781
516,0,0.117139175,6186,0.6186,1260.0882,0.6186,1781
5484,0,0.117109377,6187,0.6187,1260.2919,0.6187,1781
5110,0,0.117019462,6188,0.6188,1260.4956,0.6188,1781
7946,0,0.116969181,6189,0.6189,1260.6993,0.6189,1781
